MLS Number,Last Change Timestamp,Type,Status,List Price,Street #,Street Dir,Street Name,Street Type,Unit #,Building #,City,State,Zip Code,County,Parcel Number,Locale,Complex Name,Incorporated,Total Baths,Total Bedrooms,Bathrooms Total Basement,Bathrooms Total Lower,Bathrooms Total Main,Bathrooms Total Upper,Bedrooms Total Basement,Bedrooms Total Lower,Bedrooms Total Main,Bedrooms Total Upper,SqFt Above,SqFt Finished,SqFt Total,Date Measured,Measurement Source,PSF Total,PSF Finished,PSF Above Grade,Garage Spaces Count,Total Parking Spaces,Total Garage Spaces,Total Carport Spaces,Total Offstreet Spaces,Total Reserved Spaces,Total RV Spaces,Parking Features,Property Information,Construction Details,Interior Features,Smart Home Features,Laundry,Flooring,Appliances,# Fireplaces,Fireplace Types,Fireplace Locations,Heating Type,Fuel Type,Cooling,Other HVAC,Exterior Features,Public Remarks,Broker Remarks,Basement Size,Basement % Finished,Basement Finished,SqFt Basement,Basement Type,Subfloor / Foundation Type,SqFt Lower,SqFt Main,SqFt Upper,SqFt Other Finished,Other Finished Description,Style,Exterior Materials,Construction,Architecture,Roofing Material,Builder Name,Model,Year Built,End Unit,# of Stories in this Unit,Unit Floor Level,Unit Count,Style Characteristics,Elementary School,Middle School,High School,School District,School Of Choice,HOA Y/N,Multiple HOAs,Master HOA,Master HOA Fee,Master HOA Fee Quoted,Master HOA Phone #,Master HOA Website,Master HOA Type,2nd HOA,2nd HOA Fee,2nd HOA Fee Quoted,2nd HOA Phone #,2nd HOA Website,2nd HOA Type,3rd HOA,3rd HOA Fee,3rd HOA Fee Quoted,3rd HOA Phone #,3rd HOA Website,3rd HOA Type,HOA Includes,Restrictions & Covenants,Site Description,Site Type,Site Topography,Front Faces,Views,Water/Mineral Rights,Primary Access,Accessed By,Horse Property,Livestock (Other Animals Allowed),Horse Property Features,Outdoor Arena SqFt (Horse),Paddocks SqFt (Horse),Outbuildings Available,# of Additional Structures,Zoning,Lot Size Acres,Lot Size SqFt,Water Source,Well Type,Well Depth,Permitted Well Uses,Sewer,Financial Terms,Earnest Check To,Minimum Earnest Amount,Title Company,Possession,Exclusions,Submitted Prospect,Buyer Agency Compensation,Transaction Broker Compensation,Variable Commission,Limited Service,Listing Contract Type,Other Listing Contract Type,Taxes,Tax Year,Senior Tax Exemption,Directions,DOM,CDOM,List Date,Original List Price,Listing Agent Name,Listing Agent ID,Listing Agent Direct Work Phone,Listing Agent Email,Listing Office Name,Listing Office ID,Listing Office Phone,Showing Phone,Showing Email,Showing Notes,Status Contractual Search Date,Under Contract Date,Sold Date,Sold Price,Appraised Value,Concession Amount,Concessions,Sold Term,Broker Buyer Paid By,Seller Type,Selling Agent Name,Selling Agent ID,Selling Office Name,Selling Office ID,Co Selling Agent Direct Work Phone,Co Selling Agent Email,Co Selling Agent ID,Co Selling Agent Name,Co Selling Office ID,Co Selling Office Name,Co Selling Office Phone,Virtual Tour URL Unbranded,Latitude,Longitude,Walk Score,HERS Rating Year Certified,Home Energy Score,HERS Score,Energy Star Qualified Home Year Certified ,LEED Year Certified,LEED Level,NAHB/ICC-700 Year Certified,NAHB/ICC-700 Level,Solar PV Year Installed,Solar PV Kilowatts,Solar Thermal Year Installed,Solar Thermal Type,Green Other Certifications,Energy Green Features Addendum Uploaded,Distance To Bus,Distance To Light Rail,Distance To Other Transit,Public Transit Distance Type,HOA Transfer Amount,HOA Transfer Based On,Acres Crop,Acres Cultivate,Acres Irrigated,Acres Leased,Acres Pasture,Irrigation Type,Possible Use,Other Available Utilities,Fence,Survey,Features 
5014093,7/22/2016 21:41,Rental,Leased,2500,314,W,Charles,Street,,,Superior,CO,80027,Boulder,R0029298,Original Town Superior,,,2,3,0,0,2,0,0,0,3,0,1336,1336,2211,,,0.95,1.57,1.57,,1,0,0,1,0,0,,Agent Owner,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Fully Furnished, Pet Free, Remodeled, Smoke Free",,Washer/Dryer Included,"Carpet, Vinyl/Linoleum, Wood Floors","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Sump Pump, Washer",1,,,Forced Air,Gas,Air Conditioning-Central,,"Front Porch, Garden Area","Fully updated Ranch Home in Quite Friendly Neighborhood. Easy Access to Open Space trials for Biking and Hiking. Short Walk to Whole Foods, Panera Bread, Costco, Target and other services. New Windows, New Roof, New Furnace, Stainless Appliances, Mature Landscaping. Property is Fully Furnished but Owner is willing to Rent it Unfurnished. No Pets Allowed. Credit Report and Back Ground Check Required.","Must Contact Owner to Show. Agent is Owner, 303-946-3200.",Full,,FALSE,875,,,,1336,,,,Ranch/1 Story,,,,,,,1964,,,,,,Monarch K-8,Monarch K-8,Monarch,Boulder Valley RE-2,,,,,,,,,,,,,,,,,,,,,,,No Animals,"Adjacent to Greenbelt, Adjacent to Open Space, Near Public Transit",,,,Mountain View,,,,FALSE,,,,,,,,,,Public,,,,Public,,Owner - John Veno,,,,None,,,50%,,,,,,,,"From US 36 exit at McCaslin, turn South to Coal Creek Dr, turn Right (West) on Coal Creek into Original Town, go two blocks to 3rd St, turn Left (South) follow around to Charles St, Property will be on your Left.",109,109,4/4/2016 0:00,2500,John Veno,15469,303-946-3200,resworks@q.com,TPC PROPERTIES,TPC44,303-554-1700,303-946-3200,johnaveno@msn.com,Must contact.,7/12/2016 0:00,,,,,0,,,,,,,,,,,,,,,,,39.951897,-105.170572,45,,,,,,,,,,,,,,,5,,,Minutes,,,,,,,,,,,,,
2737753,2/4/2017 15:53,Rental,Leased,2100,5461,,White,Place,,,Boulder,CO,80303,Boulder,R0074945,,,,2,3,0,1,0,1,0,3,0,0,,,1180,,,1.78,,,,2,2,0,0,0,0,,,,"Eating Space / Kitchen, Open Floor Plan",,Washer/Dryer Included,"Carpet, Wood Floors","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,Gas,Air Conditioning-Individual,,"Deck, Dog Run, Fence, Garden Area","Sunny 3 bed, 2 bath townhouse in Boulder next to FlatIrons golf course.  Dog/Cat friendly and Laundry in unit.  Private fenced-in deck with green-space just outside the gate and wonderful park about a block away.  Huge 2-car garage with plenty of additional storage. Fantastic, quiet neighborhood but yet walkable to several restaurants, bars, and shopping like Blackberry, Picas, and Bru.  Very well maintained townhouse.  HOA handles exterior maintenance, trash and recycling.  $2100/month.  Call/email/text to book a showing.",March move-in with a 12-month or longer lease,,,,,,,,,,,,Townhouse,,,5+ Plex (1 unit),,,,1978,FALSE,2,,,Low Rise (1-3),Eisenhower,Manhattan,Fairview,Boulder Valley RE-2,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",Adjacent to Greenbelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,furniture,,,$400 ,,,,,,,,From Arapahoe turn south on 55th less than a half of a mile down on your right is White Place and 17 townhomes immediately on your right from there. Guest parking spaces are on both ends of the complex.,4,4,1/31/2017 0:00,2200,Brian Conley,54573,303-668-4146,Brian@LiveUrbanDenver.com,LIVE URBAN REAL ESTATE,D0125,303-455-5483,(970)846-4375,casey.earp@gmail.com,"Great 3 bed 2 bath in Boulder. In a quiet town home community and landlords live nearby. Close to bike path downtown and public transportation. We have amazing restaurants like Black Belly, Picas, Bru right down the street.  Great place to live for dog owners since there is a fenced in backyard and plenty of trails/green space just a block away. Newer appliances and the space has been very well maintained.",2/4/2017 0:00,,,,,0,None,,,,,,,,,,,,,,,,40.00986,-105.2261,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485310,5/20/2016 9:00,Rental,Leased,2000,4173,W,118th,Place,,,Westminster,CO,80031,Adams,R0163247,,,,4,3,0,1,0,3,0,0,0,3,1855,1855,1855,,,1.08,1.08,1.08,,2,2,0,0,0,0,,,,"Cable Available, Eating Space / Kitchen, Five Piece Bath, Internet Access (Wired), Master Suite, Open Floor Plan, Smoke Free, Walk-in Closets, Window Coverings",,Washer/Dryer Included,"Carpet, Wood Floors","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Stove/Range/Oven",1,,,Forced Air,Gas,Air Conditioning-Central,,"Balcony, Covered Patio, Maintenance Free Exterior, Playground Area, Professional Landscaping","Beautiful townhouse is located in Bradburn Village, Westminster, CO. Just steps away from shopping and restaurants, walking/biking trails. KEY FEATURES Location: BRADBURN VILLAGE Sq Footage: 1855 sqft. Office: main level w 1/2 bath Bedrooms: 3 Beds Bathrooms: 2.5 Baths (upstairs) Parking: Attached 2 car garage Laundry: New HE W/D included Property Type: Rowhouse HOA includes: Swimming Pool, Tennis, trash LEASE TERMS Term: 1 year minimum; Available: JULY 1st Credit check and security deposit required. $2,000 per month rent / $2,000 security deposit $40 application fee per adult   Pets: Small dog under 35 lbs. pet deposit of $500 plus $40/mo Virtual Tour:  http://tours.goodkarmaphoto.com/public/vtour/display/353267",Listing for a friend.  Please contact Safora at 720.251.9714  --or--  saforazster@gmail.com,None,,,,,,,,,,,3+ Story,,,Contemporary,,,,2006,FALSE,3,,,Side-by-Side,Cotton Creek,Westlake,Legacy,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,,"Adjacent to Greenbelt, Near Public Transit",,,South,,,,,,,,,,,,,,,,,,,,,Safora,,,,,,,$500 ,,,,,,,,"120th & Bradburn Blvd - South to 118th, East to property.",3,3,5/16/2016 0:00,2000,Joline Bernardini,1777,720-936-2824,Joline@BernardiniHomes.com,Bernardini Homes,M1945,720-936-2824,(720)251-9714,,Please contact Safora at 720.251.9714  or  saforazster@gmail.com   Virtual Tour:  http://tours.goodkarmaphoto.com/353267,5/20/2016 0:00,,,,,0,,,Owner,,,,,,,,,,,,,http://tours.goodkarmaphoto.com/public/vtour/display/353267,39.911859,-105.040986,63,,,,,,,,,,,,,,,2,,,Blocks,,,,,,,,,,,,,
6781118,1/20/2016 8:42,Rental,Leased,1995,11339,,Navajo,Circle,C,,Westminster,CO,80234,Adams,R0173151,Highlands at Westbury,,,3,2,0,0,2,1,0,0,1,1,1901,1901,1901,,,,,,,2,2,0,0,0,0,,,,"Cable Available, Eating Space / Kitchen, Five Piece Bath, Master Suite, Smoke Free, Vaulted, Walk-in Closets, Window Coverings",,Washer/Dryer Included,"Carpet, Vinyl/Linoleum","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven, Washer",1,,,Forced Air,Gas,Air Conditioning-Central,,"Fence, Maintenance Free Exterior, Patio","Short Term Lease (6 months) - Perfect for anyone just moving to Denver, or is waiting for a New build. This Large Townhome sits adjacent to open space. 1900 Sq, ft of living space. Main floor Master bedroom with a walk in closet and 5 piece bathroom. Enjoy a Private Patio area for BBQ's and lounging on Beautiful Colorado Days. This property has Open Vaults with 1 bedroom and and loft on the upper level. Open Kitchen area that flows nicely into the living space. 2 car attached garage Washer and Dryer Included Great Location ! Washer and Dryer provided Great Location!",6 month lease with a possible month to month. Seller will be selling in the spring and tenant will need to agree to allow showings. Please read qualifying criteria before showing.  http://modglinre.com/application-criteria/,None,,,,,,,,,,,Townhouse,,,,,,,2006,TRUE,2,,3,Side-by-Side,Cotton Creek,Silver Hills,Northglenn,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK, Service Animals Only","Adjacent to Open Space, Corner Lot",,,North,,,,,,,,,,,,,0.09,4000,Public,,,,Public,,Magdalena Lucero,,,,Tenants Personal Items,,,$250 ,,,,,,,,"I-25 - Exit 104th.  West to Pecos, North to 112th to Subdivision",85,85,10/27/2015 0:00,1995,Amy Stabolito,33849,303-952-5059,amy@modglinre.com,MODGLIN REAL ESTATE GROUP,M1657,303-952-5059,303-596-7385,,Tenant Occupied. Please call to set up showing. 303-596-7385,1/20/2016 0:00,,,,,0,,,None,,Amy Stabolito,33849,MODGLIN REAL ESTATE GROUP,M1657,,,,,,,,,39.903391,-105.003639,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942416,5/3/2016 15:47,Rental,Leased,2195,6072,,Garrison,Street,,,Arvada,CO,80004,Jefferson,9820,Alta Vista,,,2,3,0,0,2,0,0,0,3,0,1367,2500,2602,,,0.77,0.8,1.46,,2,2,0,0,0,0,,,,,,Washer/Dryer Included,"Carpet, Wood Floors","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm",2,,,Forced Air,Gas,None,,"Covered Patio, Fence, Sprinkler System, Yard","Beautiful newly remodeled ranch house with finished basement.  New carpet; newly painted.  Remodeled kitchen.  2 New bathrooms, fireplace in living room, fireplace in basement.  Close to park and whopping.  Sprinkler system.  Awnings on all main level windows.  NO SMOKING.","Beautiful newly remodeled ranch house with finished basement.  New carpet; newly painted.  Remodeled kitchen.  2 New bathrooms, fireplace in living room, fireplace in basement.  Close to park and whopping.  Sprinkler system.  Awnings on all main level windows.  NO SMOKING.",Partial,92,TRUE,1133,,,,1367,,,,Ranch/1 Story,,,Traditional,,,,1959,,,,,,Fitzmorris,Oberon,Arvada,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,Dogs OK,,,,,,,,,,,,,,,,,0.16,7076,,,,,,,Property Manager,,,,,,,25%,,,,,,,,"Wadsworth to Ralston Road, west to Garrison Street, north to home.",25,25,4/8/2016 0:00,2195,Bob Alldredge,209461,303-234-0546,RLALLDREDGE@MSN.COM,JERICHO PROPERTIES,1247,303-234-0546,303-234-0546,jericho.properties@gmail.com,"Please call Jericho Properties Realty, LLC for additional information or to schedule a showing.",5/2/2016 0:00,,,,,0,,,,,Bob Alldredge,209461,JERICHO PROPERTIES,1247,,,,,,,,,39.807499,-105.099954,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128785,12/9/2016 14:57,Rental,Leased,2095,5575,,115th,Place,,,Broomfield,CO,80020,Jefferson,,,,,3,3,0,0,1,2,0,0,0,3,,,1920,,,1.04,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100.00 ,,,,,,,,,57,57,10/13/2016 0:00,2095,Nicholas Hodapp,55038762,303-956-7437,nick.hodapp@realatlas.com,Atlas Real Estate Group,AREG1,303-242-8980,303-956-7437,nick.hodapp@realatlas.com,,12/9/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.906819,-105.057315,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337315,12/13/2016 14:09,Rental,Leased,2095,10831,,Jay,Street,,,Westminster,CO,80020,Jefferson,,,,,3,4,0,0,1,2,0,0,1,3,,,3002,,,0.66,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,Great 4 bedroom 3 bedroom. Call now to set up your showing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100.00 ,,,,,,,,,61,61,10/13/2016 0:00,2395,Nicholas Hodapp,55038762,303-956-7437,nick.hodapp@realatlas.com,Atlas Real Estate Group,AREG1,303-242-8980,3039567437,nick.hodapp@realatlas.com,,12/13/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.89484,-105.067142,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749485,10/26/2016 10:43,Rental,Leased,1995,12981,,Knight,Court,,,Broomfield,CO,80020,Broomfield,,,,,2,4,0,1,1,0,0,1,3,0,,,1501,,,1.33,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,Great home ready for move in 10/14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100.00 ,,,,,,,,,13,13,10/13/2016 0:00,1995,Nicholas Hodapp,55038762,303-956-7437,nick.hodapp@realatlas.com,Atlas Real Estate Group,AREG1,303-242-8980,3039567437,nick.hodapp@realatlas.com,,10/20/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.931777,-105.030846,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928385,1/8/2016 13:28,Rental,Leased,1950,12550,,Alcott,Street,,,Broomfield,CO,80020,Broomfield,R0106475,Willow Run,,,3,3,0,0,1,2,0,0,0,3,2007,2007,2007,,,,,,,2,2,0,0,0,0,,,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Five Piece Bath, Internet Access (Wired), Master Bath, Open Floor Plan, Pet Free, Window Coverings",,Washer/Dryer Included,Carpet,"Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven, Washer",1,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,"Balcony, Fence, Sprinkler System, Yard",,,Full,,FALSE,,,,,,,,,2 Story,,,Urban Contemporary,,,,2000,,2,,,,Mountain View,Westlake,Legacy,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,,Adjacent to Open Space,,,North,Mountain View,,,,,,,,,,,,0.11,5000,Public,,,,Public,,Happy Nest Properties,,,,,,,$150 ,,,,,,,,,63,63,11/6/2015 0:00,1950,Pat McCune,204621,303-548-1444,pkmccune@hotmail.com,MB HAPPY NEST PROP,MBN45,303-452-5853,303-548-1444,pkmccune@hotmail.com,Call or email Pat,1/1/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.92334,-105.016428,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379699,1/18/2016 11:48,Rental,Leased,1950,8225,,Garland,Drive,,,Arvada,CO,80005,Jefferson,134245,Arvada,,,3,3,0,1,0,2,0,0,0,3,1734,1734,2238,,,,,,,2,2,0,0,0,0,,,,,,W/D Hookups in Unit,,"Freezer, Refrigerator (Kitchen), Stove/Range/Oven",,,,,,,,"Fence, Patio, Yard","Charming 3 bedroom, 2.5 bathroom in Arvada. This lovely home has plush carpet throughout the entire home in addition to tile entryway, and wood kitchen flooring. Access to the fully fenced back yard and covered patio is from the family room level. Family room has fully operational wood burning fireplace with glass doors. Additionally direct access to double attached garage is from the family room. The unfinished basement is accessible from the family room level. Upstairs is where all bedrooms are located within steps of each other. Master bedroom has walk in closet and private bathroom with shower. Additional bath with tub is located next to bedrooms.  Dog friendly with pet deposit. Review complete amenities listed below.  Additions to â€œ Rental Features â€œ -New self cleaning oven/ range -Gas barbeque  -Covered Patio  -Large Bay Windows  *** RENT IS $1,950 for the FIRST THREE MONTHS. After three months the rent will go up to $2,150.",,Partial,,FALSE,,Cellar,,,,,,,Raised Ranch,,,,,,,1976,,,,,,Weber,Moore,Pomona,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,Dogs OK,,,,,,,,,,,,,,,,,0.18,7756,,,,,,,Owner of Home,,,,,,,12.50%,,,,,,,,,11,11,1/7/2016 0:00,1950,Cynthia Lopez,36168,303-682-3901,cindy@denverrental.com,DenverRental,M3017,303-682-3900,(303)682-3900,info@denverrental.com,Broker must be present for showing to receive coop compensation.,1/16/2016 0:00,,,,,0,,,,,,,,,,,,,,,,,39.845764,-105.101335,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127180,4/8/2016 13:03,Rental,Leased,1995,6608,,Alkire,Court,,,Arvada,CO,80004,Jefferson,139514,Ralston Valley,,,3,3,1,0,1,1,0,0,0,3,1456,1456,1946,,,,,,,2,2,0,0,0,0,,,,,,W/D Hookups in Unit,"Carpet, Vinyl/Linoleum","Dishwasher, Disposal, Refrigerator (Kitchen), Stove/Range/Oven",1,,,Forced Air,Gas,None,,"Deck, Fence","Newly carpets and painted interior.  Main floor includes living room, formal dining room and kitchen with newly refinished countertops.  Lower level includes family room with wood burning fireplace, entrance to garage.  Upper level includes master bedroom with master bathroom, 2 additional bedrooms and an additional full bathroom.  Unfinished bathroom has washer/dryer hookups and half bathroom.  Fenced yard with deck.  Great location - with Yankee Doodle Trail at the end of the street!  Dog < 50lbs okay with additional $200 Pet Deposit.  NO SMOKING.","Newly carpets and painted interior.  Main floor includes living room, formal dining room and kitchen with newly refinished countertops.  Lower level includes family room with wood burning fireplace, entrance to garage.  Upper level includes master bedroom with master bathroom, 2 additional bedrooms and an additional full bathroom.  Unfinished bathroom has washer/dryer hookups and half bathroom.  Fenced yard with deck.  Great location - with Yankee Doodle Trail at the end of the street!  Dog < 50lbs okay with additional $200 Pet Deposit.  NO SMOKING.",Full,,FALSE,490,Cellar,,,845,611,,,Multi-Level,,,Traditional,,,,1977,,,,,,Stott,Oberon,Arvada West,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jericho Properties Realty LLC,,,,,,,25%,,,,,,,,,14,14,3/25/2016 0:00,1995,Bob Alldredge,209461,303-234-0546,RLALLDREDGE@MSN.COM,JERICHO PROPERTIES,1247,303-234-0546,303-234-0546,jericho.properties@gmail.com,"Please contact Jericho Properties Realty, LLC for any questions or to schedule a showing.",4/7/2016 0:00,,,,,0,None,,,,Bob Alldredge,209461,JERICHO PROPERTIES,1247,,,,,,,,,39.817323,-105.147613,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802263,12/13/2016 14:10,Rental,Leased,2095,8731,,Dudley,Court,,,Arvada,CO,80005,Jefferson,,,,,2,4,0,0,0,2,0,2,0,2,,,1676,,,1.13,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,"Great family home! 4 beds, 2 baths; family room down plus bedroom and bath; Master has large walk-in closet; hardwood floors on main level. Neutral colors throughout. Back Deck overlooks large fenced yard with mature trees. Oversize 1 car garage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100 ,,,,,,,,,1,1,12/12/2016 0:00,2095,Nicholas Hodapp,55038762,303-956-7437,nick.hodapp@realatlas.com,Atlas Real Estate Group,AREG1,303-242-8980,3039567437,,,12/13/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.854132,-105.094961,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620765,1/31/2017 15:11,Rental,Leased,2195,11399,W,85th,Place,,,Arvada,CO,80005,Jefferson,187409,,,,3,3,1,0,2,0,1,0,2,0,1357,2714,2714,,,0.68,0.68,1.36,,2,0,2,0,0,0,,,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Internet Access (Wired), Master Bath, Work Shop (Interior)",,W/D Hookups in Unit,"Carpet, Parquet","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven, Sump Pump",1,,,Forced Air,Gas,Air Conditioning-Central,,"Fence, Maintenance Free Exterior, Patio, Yard","Beautiful Ranch home with finished basement. Amazing lake and mountain views. Updated kitchen with refrigetator/ice maker, range dishwasher, microwave and trash compactor. Newer carpet throughout. Many skylights and brand new walk-in shower in master bathroom. 3 Walk in closets. Fenced yard, 2 new awnings. Triple pane windows. Community clubhouse and pool. NO SMOKING. NO PETS.",CALL THE OFFICE FOR SHOWING INSTRUCTIONS. 303-234-0546.,Full,100,TRUE,1357,,,,1357,,,,Ranch/1 Story,,,Spanish/SW,,,,1987,,1,,,Low Rise (1-3),Sierra,Oberon,Ralston Valley,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,No Animals,Adjacent to Open Space,,,,,,,,,,,,,,,,,,,,,,,,Jericho Properties,,,,,,,$537.50 ,,,,,,,,,124,124,9/29/2016 0:00,2195,Rocky Germano,936605,303-902-1202,RockGermano@Gmail.com,JERICHO PROPERTIES,1247,303-234-0546,303-234-0546,JerichoPropertiesRealtyllc@gmail.com,Call Jericho Office 303-234-0546. For showing instructions and lock box code.,1/1/2017 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.852457,-105.126767,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6832609,11/27/2016 16:55,Rental,Leased,1850,3935,,Beasley,Drive,,,Erie,CO,80516,Boulder,R0145584,,,,3,3,0,1,0,2,0,0,0,3,,1486,1954,,,0.95,1.24,,,2,2,0,0,0,0,,,,,,Washer/Dryer Included,Carpet,,,,,Forced Air,Gas,Air Conditioning-Central,,Dog Run,"This remodeled 3 bedroom 2.5 bath home in the Arapahoe Ridge features an open layout with vaulted ceilings, a two car garage, an unfinished basement, and a low maintenance yard. The great location gives you easy access to Hwy 287 and several bus routes providing you a short commute into Boulder, Longmont, Lafayette, Louisville, and Broomfield. As an added bonus the community includes tennis courts, pool, and several parks. No smoking.  Available now.","This house is also listed for sale at $359,000",Partial,,FALSE,468,,,,,,,,Tri-Level,,,,,,,2000,,,,,,Lafayette,Angevine,Centaurus,Boulder Valley RE-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100 ,,,,,,,,,39,39,10/19/2016 0:00,1975,Chris Jungman,22563,303-875-7834,Chris@BHHSRockyMountain.com,Berkshire Hathaway HomeServices Rocky Mtn Realtors,8987,303-494-7700,303-875-7834,Chris@BHHSRockyMountain.com,,11/25/2016 0:00,,,,,0,,,None,,,,,,,,,,,,,,40.015922,-105.098012,36,,,,,,,,,,,,,,,2,,,Blocks,,,,,,,,,,,,,
5562318,11/9/2016 14:16,Rental,Leased,1800,3524,W,80th,Avenue,,,Westminster,CO,80030,Adams,R0065925,,,,2,3,0,1,1,0,1,0,2,0,,1787,1787,,,1.01,1.01,,,6,0,0,5,0,1,,Agent Owner,,"Breakfast Nook, Cable Available, Eating Space / Kitchen, Kitchen Island, Updated, Window Coverings",,W/D Hookups in Unit,"Vinyl/Linoleum, Wood Floors","Microwave Oven, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven",,,,Forced Air,Gas,,,"Fence, Front Porch, Utility Shed, Yard","Large 3 BR plus small basement  flex room on large private lot with big trees. Fresh paint, new window coverings, new counter tops, updated bath vanity's, refinished wood floors, gas range, refrigerator, lighting, and lot's of parking for cars and large vehicles. Immediate access to Boulder US 36, Downtown Denver, Rec Center, Shopping & new light rail station near by. Unique property with huge lot and private access to garden level basement. Pet friendly with deposit and some breed restrictions will apply. Square footage includes unfinished large laundry room with sink. Bring your own washer and dryer, nice front porch cover and big yard. Resident responsible for electric, gas, water, sewer, trash, snow removal, cable, internet & Renters Insurance.",Call Agent direct  to show at 303-690-8462 lock box will be on the front door,Full,90,TRUE,,Garden Level,,587,1200,,,,Raised Ranch,,,Mid-Century Modern,,,,1952,,,,,,Flynn,Ranum,Westminster,Westminster Public Schools,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",,,,,Mountain View,,,,,,,,,,,,,,,,,,,,Dermont Family Partnership,,,,,,,$500 ,,,,,,,,Lowell north to 80th Ave turn east.,20,20,10/20/2016 0:00,1800,Lindi Dermont,286431,303-690-8462,milehipro@msn.com,MB MILE HIGH PROP LLC,MBA20,303-690-8462,3036908462,milehipro@msn.com,Call Agent at 303-690-8462 to set showing,11/9/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.841694,-105.033124,39,,,,,,,,,,,,,,,1,3,,Minutes,,,,,,,,,,,,,
