MLS Number,Last Change Timestamp,Type,Status,List Price,Street #,Street Dir,Street Name,Street Type,Unit #,Building #,City,State,Zip Code,County,Parcel Number,Locale,Complex Name,Incorporated,Total Baths,Total Bedrooms,Bathrooms Total Basement,Bathrooms Total Lower,Bathrooms Total Main,Bathrooms Total Upper,Bedrooms Total Basement,Bedrooms Total Lower,Bedrooms Total Main,Bedrooms Total Upper,SqFt Above,SqFt Finished,SqFt Total,Date Measured,Measurement Source,PSF Total,PSF Finished,PSF Above Grade,Garage Spaces Count,Total Parking Spaces,Total Garage Spaces,Total Carport Spaces,Total Offstreet Spaces,Total Reserved Spaces,Total RV Spaces,Parking Features,Property Information,Construction Details,Interior Features,Smart Home Features,Laundry,Flooring,Appliances,# Fireplaces,Fireplace Types,Fireplace Locations,Heating Type,Fuel Type,Cooling,Other HVAC,Exterior Features,Public Remarks,Broker Remarks,Basement Size,Basement % Finished,Basement Finished,SqFt Basement,Basement Type,Subfloor / Foundation Type,SqFt Lower,SqFt Main,SqFt Upper,SqFt Other Finished,Other Finished Description,Style,Exterior Materials,Construction,Architecture,Roofing Material,Builder Name,Model,Year Built,End Unit,# of Stories in this Unit,Unit Floor Level,Unit Count,Style Characteristics,Elementary School,Middle School,High School,School District,School Of Choice,HOA Y/N,Multiple HOAs,Master HOA,Master HOA Fee,Master HOA Fee Quoted,Master HOA Phone #,Master HOA Website,Master HOA Type,2nd HOA,2nd HOA Fee,2nd HOA Fee Quoted,2nd HOA Phone #,2nd HOA Website,2nd HOA Type,3rd HOA,3rd HOA Fee,3rd HOA Fee Quoted,3rd HOA Phone #,3rd HOA Website,3rd HOA Type,HOA Includes,Restrictions & Covenants,Site Description,Site Type,Site Topography,Front Faces,Views,Water/Mineral Rights,Primary Access,Accessed By,Horse Property,Livestock (Other Animals Allowed),Horse Property Features,Outdoor Arena SqFt (Horse),Paddocks SqFt (Horse),Outbuildings Available,# of Additional Structures,Zoning,Lot Size Acres,Lot Size SqFt,Water Source,Well Type,Well Depth,Permitted Well Uses,Sewer,Financial Terms,Earnest Check To,Minimum Earnest Amount,Title Company,Possession,Exclusions,Submitted Prospect,Buyer Agency Compensation,Transaction Broker Compensation,Variable Commission,Limited Service,Listing Contract Type,Other Listing Contract Type,Taxes,Tax Year,Senior Tax Exemption,Directions,DOM,CDOM,List Date,Original List Price,Listing Agent Name,Listing Agent ID,Listing Agent Direct Work Phone,Listing Agent Email,Listing Office Name,Listing Office ID,Listing Office Phone,Showing Phone,Showing Email,Showing Notes,Status Contractual Search Date,Under Contract Date,Sold Date,Sold Price,Appraised Value,Concession Amount,Concessions,Sold Term,Broker Buyer Paid By,Seller Type,Selling Agent Name,Selling Agent ID,Selling Office Name,Selling Office ID,Co Selling Agent Direct Work Phone,Co Selling Agent Email,Co Selling Agent ID,Co Selling Agent Name,Co Selling Office ID,Co Selling Office Name,Co Selling Office Phone,Virtual Tour URL Unbranded,Latitude,Longitude,Walk Score,HERS Rating Year Certified,Home Energy Score,HERS Score,Energy Star Qualified Home Year Certified ,LEED Year Certified,LEED Level,NAHB/ICC-700 Year Certified,NAHB/ICC-700 Level,Solar PV Year Installed,Solar PV Kilowatts,Solar Thermal Year Installed,Solar Thermal Type,Green Other Certifications,Energy Green Features Addendum Uploaded,Distance To Bus,Distance To Light Rail,Distance To Other Transit,Public Transit Distance Type,HOA Transfer Amount,HOA Transfer Based On,Acres Crop,Acres Cultivate,Acres Irrigated,Acres Leased,Acres Pasture,Irrigation Type,Possible Use,Other Available Utilities,Fence,Survey,Features 
I811488,,Detached Single Family,Active,320000,3007,W,127th,Avenue,,,Broomfield,CO,80020,Broomfield,,,,,2,3,,,,,,,,,1297,1297,1297,,County Records,,,,,2,2,,,,,,,,"Eating Space / Kitchen, Vaulted, Window Coverings",,W/D Hookups in Unit,,"Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Stove/Range/Oven",,,Family Room,Forced Air,,Evaporative Cooler (Swamp),,"Deck, Fence","Back On Market Buyer Bailed! NO HOA! Vaulted Living Space, 3 Beds,2 Full Baths & Laundry Up!Updated Kitchen w/Wood Stainless,Comfy Family Room w/Fireplace Deck, Mature Trees, Perennial& Garden Beds! Tankless H2O Heater.1 Yr Old  Ext Paint w/5 year Warranty Remaining.  Custom Mosaic and Updated Shower Tile in Master Bath w/2 Sinks. Steps to Parks, Near Open Space-Great Neighborhood,South Facing Less Shoveling!Ready For Your Touch!May need Time Replacement Home Under Contract!. Flooring Concession",Don't Let Cats Out Or Approach Kenneled Dog! NO HOA!  Easy To Show - Flooring Concession - Listing agent uses CTMe. Buyer to verify all Information - Seller Needs Time to Complete Purchase on Replacement Home - Already Under Contract!! Please call listing agent prior to submitting offer.,None,,,0,,,,1297,0,,,Tri-Level,Wood Siding,Frame,,Composition Shingles,,,1986,FALSE,,,,,Mountain View,Westlake,Legacy,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Flat,South,,,,,FALSE,,,,,,,R-PUD,0.09,3936,Public,,,,Community,"Cash, Conventional, FHA",Land Title,4000,,Delivery of Deed,"Seller's Personal Property, Clothes Washer & Dryer.",,2.8,2.8,,,Exclusive Agency,,,2015,,"South On Hazel From E Midway Blvd to W 127th Ave, East to home on North side of street.",9,,2/15/2017 0:00,,James Button,F26103,(303) 547-4776,james@jamesbuttonco.com,Keller Williams Integrity RE,KEWI,(303) 722-3300,,,CSS: (303)573-7469,2/18/2017 0:00,2/18/2017 0:00,,,,0,,,,Individual,,,,,,,,,,,,http://tours.virtuance.com/698614,39.92808,-105.02588,38,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,,Partially Fenced,,
I812031,,Detached Single Family,Active,320000,10448,,Robb,Court,,,Westminster,CO,80021,Jefferson,,,,,2,3,,,,,,,,,1238,1238,1238,,County Records,,,,,2,2,,,,,,,,"Cable Available, Double Pane Windows, Open Floor Plan, Vaulted, Window Coverings",,,,"Dishwasher, Dryer, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,Family Room,Forced Air,,Air Conditioning-Central,,"Fence, Patio, Satellite Dish, Sprinkler System","Lovely home, great cul de sac location in Countryside Subdivision.  New roof, windows, exterior paint, carpet, laminate flooring, garage door, garage door opener, lower bath remodel in Summer of 2015.  Near Stanley Lake Open Space Park and Westminster Hills Off-Leash Dog Park.","Showings begin Saturday, February 25.",None,,,0,,,,854,384,,,Tri-Level,"Brick, Other",Frame,Contemporary,Composition Shingles,,,1985,FALSE,,,,,Lukas,Wayne Carle,Standley Lake,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,Cul-de-Sac,,,North,,,,,FALSE,,,,,,,RES,0.19,8162,Public,,,,Community,"Cash, Conventional, FHA",Heritage Title,5000,,Delivery of Deed,,,2.8,2.8,,,Exclusive Agency,,,2015,,"From Hwy 36, Wadsworth South to 108th.  West on 108th, left on Simms, left on 105th Drive, right on Routt, left on Robb Drive, right on Robb Ct.  Home at top of cul de sac.",2,,2/22/2017 0:00,,Michel Beck,65313,(303) 875-5413,mbeck1485@gmail.com,Berkshire Hathaway-Boulder,PRMBD,(303) 494-7700,,,CSS: (303)573-7469,2/22/2017 0:00,,,,,0,,,,Individual,,,,,,,,,,,,,39.88582,-105.12704,13,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,Internet Access (Wired),Fully Fenced,,
8539881,2/3/2017 11:06,Detached Single Family,Active,319900,9281,,Hazel,Court,,,Westminster,CO,80031,Adams,R0049242,Sunset Ridge,,TRUE,2,4,1,0,1,0,1,0,3,0,1026,1422,2052,2/17/2017 0:00,Listor Measured,155.9,224.96,311.79,,2,2,0,0,0,0,Driveway-Concrete,"Agent Owner, Quick Move-In, Quick Possession",,"Heated Basement, No Stairs, Remodeled, Updated",,,"Carpet, Tile Floor, Wood Floors","Cook Top, Dishwasher, Disposal, Microwave Oven, Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven",1,Wood,Basement,Forced Air,Gas,Ceiling Fan,,"Fence, Front Porch, Garden Area, Patio, Yard","Beautiful re-model with a mountain view.  New kitchen and tiled baths.  Gleaming hardwood floors upstairs, large carpeted family room with fireplace in basement.   New roof, concrete driveway/garage floor and  electrical panel. Huge 10,000 sq. ft lot shaded by a beautiful  tree. Large shaded patio in the fenced backyard.   Easy access to backyard to park RVs or build extra storage. Easy to finish additional bedrooms/office or additional storage areas in basement.  Close to shopping and easy highway access.",Listing agent is the owner.  2-17-2017  Just measured today on a whim and county records is incorrect.  Some detail work to be completed. Large 4th non-conforming bedroom in the basement will be completed with full price offer.,Full,42,,1026,Standard,Slab,,1026,,,,Ranch/1 Story,"Brick, Wood Siding",Brick,Traditional,Composition Shingles,,,1960,,,,,,Tarver,Hulstrom,Horizon,Adams 12 5 Star Schl,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain View,,,,,,,,,,,res,0.23,10125,,,,,Public,"Cash, Conventional, FHA",Stewart Title,2500,Stewart Title,day of closing,none,FALSE,2.00%,2.00%,FALSE,FALSE,Exclusive Right,,555,2015,FALSE,"Federal Blvd to 92nd Ave, west on 92nd to Hazel Ct",20,20,2/3/2017 0:00,319900,Paul Johanson,06993N,303-615-9595,pjjohanson@comcast.net,MB RUBICON REALTY,MBJ76,303-615-9595,303-399-9930,,some minor work details to be completed,2/3/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.865032,-105.029854,49,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
9375427,2/7/2017 13:34,Detached Single Family,Active,316000,8892,W,86th,Avenue,,,Arvada,CO,80005,Jefferson,155649,Trailside,,,2,3,1,0,1,0,1,0,2,0,1113,2113,2113,,County Records,149.55,149.55,283.92,,2,2,0,0,0,0,,,,"Eating Space / Kitchen, Kitchen Island, Pet Free, Smoke Free, Window Coverings",,,Carpet,"Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Sump Pump, Washer",1,Gas/Gas Logs,Living Room,Forced Air,Gas,Ceiling Fan,,"Deck, Hot Tub/Spa, Yard","Great ranch in nice area on cul-de-sac, need TLC or handy buyer. Close to schools, all appliances stay, Hot tub not working seller unable to make repairs.","Family room in basement 22x28 & 3rd bedroom and bath, basement need some work, some cracking in basement walls. Bathroom as is condition.",Full,90,TRUE,1000,,Slab,,1113,,,,Ranch/1 Story,"Brick, Wood Siding",Concrete,,Composition Shingles,,,1980,,,,,,Weber,Moore,Pomona,Jefferson R-1,,FALSE,,,,,,,,,,,,,,,,,,,,,,Cul-de-Sac,,,East,,,,,,,,,,,,RES,0.15,6395,,,,,Public,"Cash, Conventional, FHA, VA",J. R Classic Realty,1500,Fidelity National Title,3 days after closing,None,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1569,2015,FALSE,"Wadsworth to 88th Ave, West to Dover St , South on Dover to 88th Ave, West to 8892 W 86th Ave",63,63,12/9/2016 0:00,299995,Jim Romero,33846,303-452-5853,jrclassicrealty@yahoo.com,MB JR CLASSIC REALTY,MBN18,303-452-5853,303-573-7469,,"No showings until Feb. 24, 2017 when construction will be completed",12/9/2016 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.853915,-105.097546,36,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
6540693,9/22/2016 10:11,Attached Single Family,Active,315000,7469,,Spy Glass,Court,,L,Boulder,CO,80301,Boulder,R0121265,Country Club Greens,,,2,2,0,0,2,0,0,0,2,0,965,965,965,,County Records,326.42,326.42,326.42,,1,1,0,0,0,0,,,,"Cable Available, Double Pane Windows, Open Floor Plan, Smoke Free, Updated, Walk-in Closets, Window Coverings",,"Washer/Dryer Included, W/D Hookups in Unit","Carpet, Vinyl/Linoleum","Cook Top, Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Smoke Alarm, Washer",1,,Living Room,Forced Air,Electric,Air Conditioning-Central,,Balcony,"Beautiful condo located in Country Club Greens! Two large bedrooms with walk-in closets and private bathrooms! Bright interior with freshly painted rooms and new light fixtures. New AC unit, furnace and stainless steel appliances. The home includes washer and dryer. Beautiful fireplace in the living room. Detached one car garage with opener. Exterior is in the process of being painted. Relax on the private balcony or enjoy the park, walking paths, large green spaces and clubhouse with swimming pool. Easy walk to shopping, coffee shops, hikes and more!!!","Broker uses CTM, all information deemed reliable but not guaranteed. Home is vacant and move-in ready.",None,,,,,,,,,,,Condominium,Wood Siding,Frame,,Composition Shingles,,,1989,,1,,,,Heatherwood,Platt,Boulder,Boulder Valley RE-2,,TRUE,FALSE,"Advanced HOA Management, Inc",307,Monthly,303-482-2213,,Professionally Managed,,,,,,,,,,,,,"Cable TV, Clubhouse, Community Pool, Fitness Facility, Grounds Maintenance, Insurance, Sewer, Snow Removal, Trash Removal, Water",,Adjacent to Park,,,,,,,,,,,,,,,RR,,,Public,,,,,"Cash, Conventional, FHA, VA",Land Title,3500,Land Title,,No exclusions,FALSE,2.50%,2.50%,FALSE,FALSE,Exclusive Right,,1281,2015,FALSE,,154,154,9/22/2016 0:00,315000,Shiree Coffman,53842,720-237-1414,Shiree@CrockerRealty.com,"Crocker Realty, LLC",M3329,303-280-4950,855-920-8111,,"Showings are available anytime, property is vacant. Garage is #138, opener is located inside next to front door. Please shut all lights off when showing is completed and leave a card.",9/22/2016 0:00,,,,,,,,,Individual,,,,,,,,,,,,,40.068729,-105.18068,3,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
I804574,,Attached Single Family,Active,310000,3240,,Iris,Avenue,111,G,Boulder,CO,80301,Boulder,,,,,2,2,,,,,,,,,988,988,988,,,,,,,1,,1,,,,,,,Open Floor Plan,,Shared Laundry in Building,,"Dishwasher, Dryer, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,Living Room,"Baseboard, Hot Water",,,,"Elevator Access, Patio, Playground Area, Pool, Private, Tennis Court, Private","Extensively remodeled, new kitchen cabinets, granite counter tops, new appliances, tile flooring through out, new base board, all light fixtures new, remodeled master bath, new paint and window coverings and sliding patio doors, all in all in immaculate move in condition. This is a ground floor unit, corner unit with north west views. Extensive grounds, tennis, gym, year around swimming, large HOA building.","Building front entry LOK box is located on the entry porch railing of the HOA building on the cul-de-sac of Chisholm Tr. Box is marked G 111 on the side. From 3240 Iris the HOA building is directly south of the building from the parking area to the west of the building past tennis court on the left. LOK boxes are not allowed on the individual buildings. Sorry, no dogs allowed.",None,,,0,,,,988,0,,,Condominium,"Cedar Siding, Other",Frame,,Other,,,1971,TRUE,,,,,Columbine,Casey,Boulder,,,TRUE,FALSE,Remington Post,311,Monthly,303-980-0576,,Professionally Managed,,,,,,,,,,,,,"Clubhouse, Fitness Facility, Grounds Maintenance, Heat, Insurance, Sewer, Snow Removal, Tennis Courts, Trash Removal, Water","Cats OK, Pet Restrictions",Adjacent to Park,,Flat,North,,,,,FALSE,,,,,,,HRE,0,1,Public,,,,Community,Conventional,,0,,Delivery of Deed,,,2.8,2.8,,,Exclusive Agency,,,2015,,"30th St. to Iris Ave, just south of the diagonal. Zud building on right, last unit on right, west end.",136,,10/11/2016 0:00,,Mike Moger,705044,(303) 541-1920,mmoger@wkre.com,WK Real Estate,WRKI,(303) 443-2240,,,LO: (303)443-2240,10/18/2016 0:00,10/18/2016 0:00,,,,0,,,,Individual,,,,,,,,,,,,,40.036247,-105.250798,70,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
7801225,2/16/2017 7:30,Detached Single Family,Active,295000,10683,,Newcombe,Way,,,Westminster,CO,80021,Jefferson,133641,Countryside,,TRUE,2,3,0,1,1,0,0,3,0,0,1144,1144,1144,,County Records,257.87,257.87,257.87,,1,1,0,0,0,0,Driveway-Concrete,"Agent Owner, Quick Move-In, Quick Possession",,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Open Floor Plan, Pet Free, Remodeled, Smoke Free, Updated, Window Coverings",Garage Door,,"Carpet, Laminate, Tile Floor","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,"Utility Shed, Yard","Wonderfully updated home in Countryside Community with so many updates.  Updated kitchen with modern cabinets and stainless steel appliances.  Both bathrooms have been updated.  New paint, laminate flooring, carpet and tile throughout.  Roof, central air, and garage door opener all new.  New washer and dryer in laundry room.  Home has attached garage, radon mitigation system and double pane vinyl windows. Witt Middle School, Wayne Carle Middle School and Standley Lake High School are within walking distance.  Countryside Recreation center nearby. Convenient to RTD park-n-ride, lots of shopping/dining on Wadsworth and the new Downtown Westminster at the former Mall site  is underway as well as new shopping and dining at Arista Broomfield.  Close to open space, trails and dog park.  Easy access to Denver and Boulder.  Home is move in ready.  Checkout www.countrysidecommunity.org to find out more about this great community.",Agent is owner.  Please no closing dates from March 4th-March 13th as sellers will be unavailable.,None,,,,,,572,,573,,,Bi-Level,Wood Siding,Frame,,Composition Shingles,,,1975,,,,,,Wilmot,Wayne Carle,Standley Lake,Jefferson R-1,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,Cul-de-Sac,,,,,,,Public Road,FALSE,FALSE,,,,FALSE,,Residential,0.12,5112,Public,,,,Public,"Cash, Conventional, FHA, VA",Capital Title,3000,Capital Title,Delivery of Deed,None,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1137,2015,FALSE,,7,7,2/16/2017 0:00,295000,Emily Young,55769,720-530-0848,eyoungcorealtor@gmail.com,Joe Bilicki Realty Inc.,MBJ40,303-877-6521,303-573-7469,,Contact Centralized Showing Services,2/16/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,http://tour.360prodmp.com/UnBranded/W5FFS3B2YT,39.889663,-105.115385,29,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
6580589,2/18/2017 16:07,Attached Single Family,Active,290000,940,W,133rd,Circle,H,,Westminster,CO,80234,Adams,R0019228,Quail Crossing,,,3,3,0,0,1,2,0,0,0,3,1406,1406,1933,,County Records,150.03,206.26,206.26,,2,2,0,0,0,0,,Tenant Occupied,,,,,,,,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,"Fence, Yard","super cute 3 bedroom townhome/half duplex in convenient location! All 3 bedrooms are upstairs with 2 full baths, a half bath on the main floor, and an unfinished basement with a rough in for a bathroom and large window.  The master bedroom has vaulted ceilings, walk in closet, and master bathroom! The main floor laundry, with washer and dryer included, saves you a set of stairs to climb with the laundry! Oversized garage with lots of storage, and even a fenced yard and patio out back, backing to open area! This duplex is located in a convenient location close to shopping, Adams County 12 schools, I 25, 120th Park and Ride and the light rail coming soon. Property is currently tenant occupied, so please respect tenants rights and please give 24 hour notice for showings.",,Partial,,FALSE,527,Standard,,,,,,,Townhouse,Wood Siding,Frame,Paired/Duplex (1 unit),Composition Shingles,,,1993,TRUE,3,,2,Side-by-Side,Arapahoe Ridge,Silver Hills,Legacy,Adams 12 5 Star Schl,,TRUE,FALSE,Homestead Management,135,Monthly,303-457-1444,,Professionally Managed,,,,,,,,,,,,,"Exterior Maintenance w/out Roof, Sewer, Snow Removal, Trash Removal",,Adjacent to Greenbelt,,,South,,,,,,,,,,,,,0.06,2578,Public,,,,,"Conventional, FHA, VA",First American Title,3000,First American Title,Negotiable,Tenants personal belongings,TRUE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1451,2015,FALSE,,5,5,2/18/2017 0:00,290000,Stacey Alyk,14071,303-667-6639,stacey@sonandsearealty.com,MB SON & SEA REALTY LLC,MB022,303-648-2058,303-573-7469,,24 hour notice required for tenant,2/18/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.938814,-104.997339,33,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
5483999,2/11/2017 10:11,Attached Single Family,Active,285000,3,,Amesbury,Street,,,Broomfield,CO,80020,Broomfield,R1062456,FOXBOROUGH Towne,,,2,3,1,0,0,1,0,0,0,3,1012,1421,1496,2/10/2017 0:00,County Records,190.51,200.56,281.62,,2,0,1,0,1,0,Driveway-Asphalt,Quick Possession,,"Cable Available, Double Pane Windows, Internet Access (Wired), Open Floor Plan, Remodeled, Updated, Window Coverings",,Washer/Dryer Included,"Carpet, Laminate, Tile Floor","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,,Forced Air,Gas,Air Conditioning-Central,,"Patio, Playground Area","Updated 3 bedroom and 2 baths townhome in the heart of Broomfield. Walk to the Elementary school. Kitchen has granite countertops and a walk in pantry.The large basement family room has exposed brick. Central air,vinyl double pane windows,mirrored closet doors. The complex has a park that could measure almost an acre in size with playground equipment for the family. The main floor is open and the living  room is spacious. Laundry room has washer an dryer included. The HOA fee of $100 is a special assesment that goes away as of 1/1/2018.",,Full,95,TRUE,484,Standard,Slab,,506,506,,,Townhouse,"Brick, Wood Siding","Brick, Frame",,Composition Shingles,,,1975,TRUE,2,,4,,Birch,Aspen Creek K-8,Broomfield,Boulder Valley RE-2,,TRUE,TRUE,Foxborough Towne HOA,205,Monthly,303-755-2732,,Professionally Managed,Special assesment ends 1/1/2018,100,Monthly,,,Professionally Managed,,,,,,,"Exterior Maintenance w/ Roof, Grounds Maintenance, Sewer, Snow Removal, Trash Removal, Water",,,,,East,,,,,,,,,,,,R-3,,,Public,,,,,"Cash, Conventional, FHA, VA",Fidelity National Title CO,3000,Fidelity National Title Co,delivery of deed,none,TRUE,2.40%,2.40%,FALSE,FALSE,Exclusive Right,,964,2015,FALSE,"Sheridan Blvd to 12th St., West on 12th St., Then Right on Inverness which turns into Morthmoor. The home is on the corner of Northmoor and Dexter.",12,12,2/11/2017 0:00,285000,David Ipsen,320022,303-523-4642,Dipsenc21@aol.com,MB DAVE IPSEN & ASSOCIATES,DIA83,303-466-2373,303-573-7469,,,2/11/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.935411,-105.055571,26,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
I811213,,Attached Single Family,Active,285000,3,,Amesbury,Street,,,Broomfield,CO,80020,Broomfield,,,,,2,3,,,,,,,,,1012,1436,1496,,County Records,,,,,1,,1,,,,,,,"Cable Available, Open Floor Plan, Window Coverings",,W/D Hookups in Unit,Wood Floors,"Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,,Air Conditioning-Central,,"Patio, Playground Area","Updated 3 bedroom and 2 baths townhome in the heart of Broomfield. Walk to the Elementary school. Kitchen has granite countertops and a walk in pantry.The large basement family room has exposed brick. Central air,vinyl double pane windows,mirrored closet doors. The complex has a park that could measure almost an acre in size with playground equipment for the family. The main floor is open and the living room is spacious.Laundry room has washer an dryer included. $100 special assess ends 1/1/2018",,Full,90,TRUE,484,,,,506,506,,,Townhouse,Brick,Frame,Other,Composition Shingles,,,1975,FALSE,,,,,Birch,Aspen Creek,Broomfield,,,FALSE,TRUE,Foxborough Towne HOA,,,,,Professionally Managed,$100  Sp A until 1/1/2018,,,,,,,,,,,,"Grounds Maintenance, Sewer, Snow Removal, Trash Removal, Water",,Corner Lot,,Flat,,,,,,FALSE,,,,,,,Res,,,Public,,,,Community,"Cash, Conventional, FHA, VA",Fidelity National Title Co.,3000,,Delivery of Deed,none,,2.4,2.4,,,Exclusive Agency,,,2015,,"Sheridan Blvd to 12th St., West on 12th St., Then Right on Inverness which turns into Morthmoor. The home is on the corner of Northmoor and Dexter",13,,2/11/2017 0:00,,Dave Ipsen,Z07827,(303) 523-4642,Dipsenc21@aol.com,Dave Ipsen & Associates,0IPSN,(303) 466-2373,,,CSS: (303)573-7469,2/11/2017 0:00,,,,,0,,,,Individual,,,,,,,,,,,,,39.93538,-105.0557,26,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,Internet Access (Wired),,,
6145039,2/22/2017 13:36,Attached Single Family,Active,280000,1333,W,112th,Avenue,36,A,Westminster,CO,80234,Adams,1719-04-4-05-250,Westbury Farms at Apple Valley North,Westbury Farms at Apple Valley North,,3,3,0,1,0,2,0,0,0,3,1425,1425,1425,,County Records,196.49,196.49,196.49,,2,2,0,0,0,0,,,,"Double Pane Windows, Master Bath, Open Floor Plan, Smoke Free, Walk-in Closets, Window Coverings",,"Washer/Dryer Included, W/D Hookups in Unit","Carpet, Wood Floors","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Stove/Range/Oven, Washer",1,Gas/Gas Logs,Living Room,Forced Air,Gas,Air Conditioning-Central,,"Front Porch, Pool, Private, Tennis Court, Private","Sunny two story end unit has vaulted ceilings, lots of windows, and an attached two car garage. Enjoy the covered front porch which overlooks private area! Large master with walk in closet and private bath, soaking tub. Washer dryer upstairs. . Quiet, well maintained community has pool and tennis, and the Mike Lansing field and T ball complex is nearby. Guest parking. OPEN HOUSE SAT FEB 25 1-3 PM Well cared for and low maintenance!","Seller can give possession third week of April.  Happy to include washer, dryer, and TV in living room.  New disposal, sink, and faucet in kitchen.  If writing an offer,  please do not make acceptance before 6pm Monday Feb 27.",None,,,,,Crawl Space,,713,712,,,Townhouse,"Brick, Wood Siding","Brick, Frame",Quadplex (1 unit),Composition Shingles,,,1999,TRUE,2,,4,Side-by-Side,Cotton Creek,Silver Hills,Northglenn,Adams 12 5 Star Schl,,TRUE,,Homestead Mgmt,205,Monthly,303-457-1444,,Professionally Managed,,,,,,,,,,,,,"Community Pool, Exterior Maintenance w/ Roof, Grounds Maintenance, Insurance, Sewer, Snow Removal, Tennis Courts, Trash Removal, Water",,,,,,,,,,,,,,,,,Condo,,,,,,,,"Cash, Conventional",RE/MAX,5000,Fidelity,4/21/2017,None,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1470,2015,FALSE,"From 287 and W 112th, go East on W 112th, turn left on N Navajo, then make first right, then next immediate right by mailboxes and garages. Go short distance to parking, and park.",1,1,2/22/2017 0:00,280000,Eric Jacobson,436125,303-441-5619,ERICJACOBSON@BOULDERCO.COM,RE/Max of Boulder,REM53,303-449-7000,303-449-7000,ericjacobson@boulderco.com,,2/22/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,http://tours.virtuance.com/701258?a=1,39.900122,-105.002762,33,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
